Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector,NumFounders,total_investors
2020-06-19,MoneyTap,2016,Bangalore,"['Bala Parthasarathy', ' Anuj Kacker', ' Kunal Varma']","Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0,Series B,2020,FinTech,3,3
2020-06-20,Virohan,2018,Gurugram,"['Kunaal Dudeja', ' Nalin Saluja', ' Archit Jayaswal']","Keiretsu Forum, Elea Foundation",2800000.0,Seed Round,2020,Automotive,3,2
2020-06-20,SoOLEGAL,2015,Delhi,['Manish Kaul'],Venture Catalysts,4000000.0,Series A,2020,Technology,1,1
2020-06-20,Etrio,2017,Hyderabad,['Deepak MV'],HNIs,3000000.0,Series A,2020,Energy,1,1
2020-06-20,Shadez,2018,Mumbai,"['Adarsh Anand', ' Amit Tiwari']",Inflection Point Ventures,100000.0,Seed Round,2020,Other,2,1
2020-06-21,Tracxn,2013,Bangalore,"['Abhishek Goyal', ' Neha Singh']","Saif partners, Accel partners, Sequoia capital",887000.0,Series B,2020,Other,2,3
2020-06-21,Remedo,2017,Delhi,"['Dr Ruchir Mehra', ' Harsh Bansal', ' Richeek Arya']",River Rock Ventures. Inflection Point Ventures,3000000.0,Pre-series A,2020,Healthcare,3,1
2020-06-21,ShareChat,2015,Bangalore,"['Ankush Sachdeva', ' Bhanu Pratap Singh', ' Farid Ahsan']","All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",351000.0,Series A,2020,Media/Entertainment,3,8
2020-06-21,Sreyas Holistic Remedies,2008,Hyderabad,['Dr Prashant Soma'],Blacksoil,1000000.0,Series A,2020,Technology,1,1
2020-06-22,Apna.co,2019,Bangalore,['Nirmit Parikh'],"Lightspeed India, Sequoia Capital India",8000000.0,Series A,2020,Other,1,2
2020-06-22,Clairvolex,2006,California,['Manoj Pillai'],"JF Mauritius SPV, IndusAge Partners",2000000.0,Debt,2020,Technology,1,2
2020-06-23,Swiflearn,2019,Gurugram,"['Abhinav Agarwal', ' Anand Bakode']","Stellaris Venture Partners, Venture Highway",3000000.0,Seed Round,2020,Education,2,2
2020-06-24,Callido Learning,2016,Mumbai,['Sriram Subramanian'],Education Catalyst Fund,3000000.0,Series A,2020,Education,1,1
2020-06-24,Quicko,2016,Ahmedabad,['Vishvajit Sonagara'],"Zerodha fintech fund, Rainmatter",280000.0,Series A,2020,Finance,1,2
2020-06-25,Nimesa,2018,Bangalore,"['Tapesh Goyal', ' Rajesh Vaidhyanathan']",Ideaspring capital,3000000.0,Series A,2020,Technology,2,1
2020-06-25,SirionLabs,2012,Gurugram,['Ajay Agrawal'],"Tiger Global, Avatar Growth Capital",44000000.0,Series C,2020,Technology,1,2
2020-06-25,High Street Essentials,2012,Delhi,"['Shivani Poddar', ' Tanvi Malik']","SAIF Partners, India Quotient",2743000.0,Pre series C,2020,E-Commerce,2,2
2020-06-25,Vogo,2016,Bangalore,"['Anand Ayyadurai', ' Padmanabhan Balakrishnan', ' Sanchit Mittal']",Lightstone Aspada,20000000.0,Series C,2020,Automotive,3,1
2020-06-26,Aye Finance,2014,Gurugram,"['Vikram Jetley', ' Sanjay Sharma']",Invest in Vision,16753000.0,Series E,2020,FinTech,2,1
2020-06-26,Karfa,2016,Delhi,['Kartikeya Goel'],Undisclosed,25000.0,Seed Round,2020,E-Commerce,1,1
2020-06-26,Medlife,2014,Bangalore,"['Tushar Kumar', ' Prashant Singh']",Hero Fincorp,15500000.0,Series A,2020,Healthcare,2,1
2020-06-27,EzeRx,2018,Kolkata,"['Amit mandahar', ' Chaitali roy']","Indian Oil Corporation, Krishna Chakravarty",200000.0,Seed,2020,Technology,2,2
2020-06-27,PakkaProfile,2019,Bangalore,"['Nagmanjunath Shivakumar', ' Savio Sebastian']",Java Capital,3000000.0,Seed,2020,Technology,2,1
2020-06-27,MyGlamm,2015,Mumbai,['Darpan Sanghvi'],Bessemer Venture Partners,1000000.0,Series B,2020,Lifestyle,1,1
2020-06-28,Grinntech,2013,Dehradun,"['Nikhilesh Mishra', ' Puneet Jain']","Ashok Leyland, V Lakshmi Narayanan",2000000.0,Series A,2020,Energy,2,2
2020-06-28,Brila 91,2014,Delhi,['Ankur Jain'],"Sequoia Capital India, Sixth Sense Ventures",1200000.0,Series A,2020,Consumables,1,2
2020-06-28,Unacademy,2010,Bangalore,"['Gaurav Munjal', ' Roman Saini', ' Hemesh Singh']","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E,2020,Education,3,6
2020-06-29,FreshToHome,2015,Bangalore,['Shan Kadavil'],Investment Corporation of Dubai (ICD),3000000.0,Series A,2020,E-Commerce,1,1
2020-06-29,Samadhan,2018,Delhi,"['Deepak Bhuvneshwari Uniyal', ' Shilpa Arora', ' Shailesh Kumar', ' Sanjay Aggarwal']",Venture Catalysts,3000000.0,Seed Round,2020,Finance,4,1
2020-06-30,JetSynthesys,2012,Pune,['RajanNavani'],"Adar Poonawalla, Kris Gopalakrishnan",40000000.0,Series A,2020,Other,1,2
2020-06-30,WYN Studio,2016,Gurugram,"['Bijay Gautam', ' Souniya Khurana']",India Angel Fund,3000000.0,Seed Round,2020,Media/Entertainment,2,1
2020-06-30,Craftsvilla,2016,Mumbai,['Monica Gupta. Manoj Gupta'],Supera Investments,3900000.0,Series A,2020,Marketing,1,1
2020-06-30,Bijak,2016,Gurugram,"['Nukul Upadhye', ' Mahesh Jakhotia', ' Jitender Bedwal', ' Daya Rai', ' Nikhil Tripathi']",RTP Global,12000000.0,Series A,2020,Technology,5,1
2020-07-01,GullyBuy Software,2019,Pune,['Shirish Deodhar'],Venture Catalysts,543000.0,Pre-series A,2020,Technology,1,1
2020-07-01,Tea Trunk,2013,Goa,"['Snigdha Manchanda', ' Vikas Kumar', ' Aishwarya Malhi']",Angel investors,220000.0,Series A,2020,Consumables,3,1
2020-07-01,MyKaam,2016,Bangalore,['Ashish Gupta'],"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",3000000.0,Series A,2020,Technology,1,5
2020-07-01,Classplus,2018,Noida,"['Bhaswat Agarwal', ' Bikash Dash', ' Mukul Rustagi', ' Vatsal Rustagi']","Spiral Ventures, Surge",10000000.0,Series A,2020,Education,4,2
2020-07-01,Infinite Uptime,2015,Pune,['Raunak Bhinge'],"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",5100000.0,Series B,2020,Technology,1,2
2020-07-02,Seal Professional,2012,Bangalore,['Byju Raveendran'],Equanimity Ventures,3000000.0,Pre-series A,2020,Education,1,1
2020-07-02,CrowdPouch,2016,Bangalore,['Vittal Ramakrishna'],Elina Investments,3000000.0,Angel Round,2020,Technology,1,1
2020-07-02,MPL,2018,Bangalore,"['Sai Srinivas Kiran Garimella', ' Shubham Malhotra']","Sequoia Capital India, Times Internet",50000000.0,Series B,2020,Media/Entertainment,2,2
2020-07-03,Ketos,2015,San Francisco,['Meena Sankaran'],"Citi Ventures, Illuminated Funds Group",18000000.0,Series A,2020,Technology,1,2
2020-07-03,NewsBytes,2016,Gurugram,"['Romesh Khaddar', ' Shikha Chaudhry', ' Sumedh Chaudhry']",North Base Media,1500000.0,Series A,2020,Media/Entertainment,3,1
2020-07-04,Chai Waale,2018,Chennai,['Vidur Maheswari'],"Gunavanth Vaid, Bharat Kumar Sohanraj",238000.0,Series A,2020,Consumables,1,2
2020-07-04,Slintel,2016,San Francisco,"['Deepak Anchala', ' Rahul Bhattacharya', ' Ranjana TN']","Accel, Stellaris Venture Partners",4200000.0,Series A,2020,Other,3,2
2020-07-04,Specsmakers,2011,Chennai,['Pratik Shah'],Eight Roads Ventures,3000000.0,Series A,2020,Lifestyle,1,1
2020-07-04,Recko,2017,Bangalore,"['Prashant Border', ' Saurya Prakash Sinha']",Vertex Ventures,6000000.0,Series A,2020,Technology,2,1
2020-07-05,Porter,2014,Mumbai,"['Pranav Goel', ' Uttam Digga']",Lightstone Global Funds,18370000.0,Series D,2020,Logistics,2,1
2020-07-05,Prescribe,2019,Chennai,['Nived Narayanan'],Titan Capital,100000.0,Series A,2020,Healthcare,1,1
2020-07-05,MPL,2018,Bangalore,"['Shubham Malhotra', ' Sai Srinivas']","Base Partners, GO Ventures",90000000.0,Series C,2020,Media/Entertainment,2,2
2020-07-06,TREAD,2020,Bangalore,['Dinesh Godara'],"Better Capital, Kunal Shah, Gaurav Munjal",1100000.0,Pre-seed,2020,Wellness/Beauty,1,3
2020-07-06,HobSpace,2019,Mumbai,"['Priya Goel Sheth', ' Harsh Jain']",Artha Venture,200000.0,Seed,2020,Education,2,1
2020-07-07,Fasal,2018,Bangalore,"['Ananda Prakash Verma', ' Shailendra Tiwari']","Omnivore, Zeroth.AI",20000.0,Series A,2020,Technology,2,2
2020-07-07,FPL Technologies,2016,Pune,['Anurag Sinha'],"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures",10000000.0,Series A,2020,FinTech,1,3
2020-07-08,Grinntech,2013,Chennai,"['Nikhilesh Mishra', ' Puneet Jain']","V Sumantran, V Lakshmi Narayanan",2000000.0,Series A,2020,Energy,2,2
2020-07-08,Rupeek,2015,Bangalore,"['Amar Prabhu', ' Ashwin Soni', ' Sumit Maniyar']","KB Investment, Bertelsmann India Investments",45000000.0,Series C,2020,FinTech,3,2
2020-07-08,GUVI,2014,Chennai,['Arun Prakash'],"CBA Capital, Gray Matters Capital",800000.0,Series A,2020,Education,1,2
2020-07-09,HooLiv,2016,Delhi,"['Chinmoy Mishra', ' Gaurav Vij', ' and Abhishek Verma']",Kolte-Patil Family Office,3000000.0,Series A,2020,Logistics,3,1
2020-07-10,Khatabook,2016,Bangalore,['Ravish Naresh'],Mahendra Singh Dhoni,3000000.0,Series A,2020,FinTech,1,1
2020-07-10,LetsUp,2015,Mumbai,['Suhas raikar'],Venture Catalysts,3000000.0,Series A,2020,Media/Entertainment,1,1
2020-07-10,FirstCry,2010,Pune,"['Supam Maheshwari', ' Amitava Saha']",Softbank’s Vision Fund,296000000.0,Series E,2020,E-Commerce,2,1
2020-07-10,Pulse,2015,Mumbai,"['Amit Dhakad', ' Hiral Jain']",Venture Catalysts,750000.0,Pre-series A,2020,FinTech,2,1
2020-07-10,LogiNext,2016,Bangalore,"['Dhruvil Sanghvi', ' Manisha Raisinghani']","Tiger Global, Steadview Capital",39000000.0,Series B,2020,Logistics,2,2
2020-07-11,SmarterBiz,2014,Bangalore,"['Rajesh Bernard', ' Vijay Krishna', ' Prateek Mehta']","StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh.",1065000.0,Pre-series A,2020,Technology,3,7
2020-07-11,Paper Boat,2013,Bangalore,"['Neeraj Kakkar', ' James Nutall', ' Suhas Misra', ' Neeraj Biyani']","Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0,Series A,2020,Consumables,4,3
2020-07-11,Freshokartz,2016,Rajastan,"['Chandrakanta', ' Rajendra Lora']","Rajasthan Venture Capital Fund, Innovana Thinklabs",1000000.0,Pre-series A,2020,Technology,2,2
2020-07-11,BharatPe,2018,Delhi,['Ashneer Grover'],Coatue Management,100000000.0,Series A,2020,FinTech,1,1
2020-07-12,Lal10,2016,Uttar Pradesh,"['Maneet Gohil', ' Sanchit Govil', ' Albin Jose']",Sorenson Impact,1100000.0,Series A,2020,E-Commerce,3,1
2020-07-12,Fitphilia,2016,Mumbai,['Nirav Patil'],Angel investors,3000000.0,Series A,2020,Healthcare,1,1
2020-07-12,Zimyo,2018,Gurugram,"['Kumar Mayank', ' Ajay Kadyan']",Yatra Angel Network (YAN),3000000.0,Series A,2020,Technology,2,1
2020-07-12,GeoIQ,2018,Bangalore,"['Devashish Fuloria', ' Tusheet Shrivastava', ' Ankita Thakur']","Ankur Mittal, Mitesh Shah",300000.0,Seed,2020,Technology,3,2
2020-07-12,Testbook,2016,Bangalore,"['Praveen Agrawal', ' Yadvendar Champawat', ' Manoj Munna', ' Abhishek Sagar', ' Ashutosh Kumar', ' Narendra Agrawal']",Iron Pillar,8400000.0,Series B,2020,Education,6,1
2020-07-12,Winuall,2018,Bangalore,['Ashwini Purohit'],"Ankit Bhati, Nitin Gupta",3000000.0,Series A,2020,Education,1,2
2020-07-12,Unocoin,2013,Karnataka,"['Abhinand Kaseti', ' Harish B V', ' Sathvik Vishwanath', ' Sunny Ray']","Digital Finance Group, FundersClub",3000000.0,Series A,2020,FinTech,4,2
2020-07-13,Exprs,2018,Bangalore,"['Srinivas Madhavam', ' Srikanth Rajashekhar', ' Rahul Mehta']","Sweta Rau, Sandeep Kapoor",5660000.0,Series A,2020,Technology,3,2
2020-07-13,Ethereum Push Notification Service,2020,Mumbai,"['Harsh Rajat', ' Richa Joshi']",Prolific angel investors,750000.0,Seed,2020,Technology,2,1
2020-07-14,Extra Edge,2016,Pune,['Kavita Dhillon'],"Sprout Venture Partners, Indian Angel Network",700000.0,Pre-series A,2020,Education,1,2
2020-07-14,QTalk,2016,Bangalore,"['Sagar Modi', ' Advaith Vishwanath']","Accel India, Lightspeed Venture Partners",1600000.0,Seed Round,2020,Technology,2,2
2020-07-14,Pepper,2017,Mumbai,['Anirudh Singla and Rishabh Shekhar'],"Kunal Bahl, Rohit Bansal",306900.0,Seed funding,2020,Technology,1,2
2020-07-14,Bolo Indya,2019,Gurugram,"['Tanmai Paul', ' Varun Saxena']","India Accelerator, Sunil Kamath",400000.0,Series A,2020,Media/Entertainment,2,2
2020-07-14,Gramophone,2016,Indore,"['Ashish Rajan Singh', ' Harshit Gupta', ' Nishant Mahatre', ' Tauseef Khan']","Siana Capital Management, Info Edge",340000.0,Series A,2020,Technology,4,2
2020-07-15,Infeedo,2013,Gurugram,"['Tanmaya Jain', ' Varun Puri']",Y Combinator,700000.0,Series A,2020,Technology,2,1
2020-07-15,Shiksha,2008,Bangalore,['Kanav Sachdeva'],Mumbai Angels Network,181000.0,Series A,2020,Education,1,1
2020-07-15,IVF Access,2019,Bangalore,"['Naresh Rao', ' Nikhil Rajmohan', ' Harinath Chakravarthy', ' Pravin Sethuraman']",Vertex Ventures SEA & India,5000000.0,Series A,2020,Healthcare,4,1
2020-07-15,Capital Float,2013,Bangalore,"['Gaurav Hinduja', ' Sashank Rishyasringa']","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",15000000.0,Series A,2020,FinTech,2,4
2020-07-15,Ayana,2017,Bangalore,['Shivanand N'],"NIIF Ltd, CDC Group",390000000.0,Series A,2020,Energy,1,2
2020-07-16,BharatAgri,2017,Pune,"['Siddharth Dialani', ' Sai Gole']","021 Capital, India Quotient",3000000.0,Pre-series A,2020,Technology,2,2
2020-07-16,GoodGamer,2020,Bangalore,['Charles Creighton'],Venture Catalysts,2500000.0,Seed,2020,Gaming,1,1
2020-07-16,FarEye,2016,Delhi,"['Gaurav Srivastava', ' Gautam Kumar', ' Kushal Nahata']","M12, Honeywell venture capital, Eight Roads Venture",24500000.0,Series D,2020,Logistics,3,3
2020-07-17,Mintoak,2016,Mumbai,"['Raman Khanduja', ' Sanjay Nazareth']",Pravega Ventures,2000000.0,Pre-series A,2020,FinTech,2,1
2020-07-18,Josh Talks,2015,Haryana,"['Supriya Paul', ' Shobhit Banga']",Media Development Investment Fund,1500000.0,Pre-series A,2020,Media/Entertainment,2,1
2020-07-18,Toppeq,2019,Mumbai,['Nandini Sankar'],Venture Catalysts,3000000.0,Seed,2020,Technology,1,1
2020-07-18,Hudle,2016,Delhi,['Suhail Narain'],Survam Partners,3000000.0,Pre-series A,2020,Gaming,1,1
2020-07-19,LEAD School,2012,Mumbai,"['Sumeet Mehta', ' Smita Deorah']","Westbridge Capital, Elevar Equity",28000000.0,Series C,2020,Technology,2,2
2020-07-19,Airmeet,2019,Bangalore,"['Lalit Mangal', ' Manoj Singh', ' Vinay Kumar Jasti']","Global Founders Capital, Redpoint",12000000.0,Series A,2020,Technology,3,2
2020-07-20,Ketto,2012,Mumbai,"['Varun Sheth', ' Kunal Kapoor']","Mumbai Angels, Redcliffe Capital",7700000.0,Series A,2020,Finance,2,2
2020-07-20,Oziva,2016,Bangalore,"['Aarti Gill', ' Mihir Gadani']",Matrix Partners,5000000.0,Series A,2020,Agriculture,2,1
2020-07-21,goDutch,2016,Mumbai,"['Aniruddh Singh', ' Riyaz Khan', ' Sagar Sheth']","Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",1700000.0,Seed Round,2020,FinTech,3,5
2020-07-21,Krayonnz,2019,Bangalore,"['Saurabh Dixit', ' Gurudutt Upadhyay']",GSF Accelerator,100000.0,Pre-seed,2020,Education,2,1
2020-07-21,CoinDCX,2017,Mumbai,"['Neeraj Khandelwal', ' Sumit Gupta']","Coinbase Ventures, Polychain",10000000.0,Series B,2020,FinTech,2,2
2020-07-21,IPHM Services,2016,Mumbai,['Dr. Sachin Bhavsar'],Indian Angel Fund,3000000.0,Seed Round,2020,Healthcare,1,1
2020-07-21,i3 Systems,2016,Mumbai,"['Dr Mallesh Bommanahal', ' Varzavand Batliwala']","Hatanaka Yosuke, Minomiya Takeo",1050000.0,Pre-series A,2020,Finance,2,2
2020-07-21,Fourth Partner Energy,2010,Bangalore,['Saif Dhorajiwala'],ResponsAbility Investments AG,15000000.0,Series A,2020,Energy,1,1
2020-07-22,TrulyMadly Matchmakers,2014,Gurugram,['Snehil Khanor'],"AngelList, Inflection Point Ventures, The Chennai Angels",110000.0,Pre-series A,2020,Lifestyle,1,3
2020-07-22,Public,2019,Delhi,['Azhar Iqubal'],"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",30000000.0,Series A,2020,Media/Entertainment,1,3
2020-07-23,Vesta Space Technology,2018,Pune,['Arun Kumar Sureban'],Venture Catalysts,10000000.0,Series A,2020,Technology,1,1
2020-07-23,HappyLocate,2016,Bangalore,"['Ajay Tiwari', ' Sainadh Duvvuru']",The CoWrks Foundry,500000.0,Pre-series A,2020,Technology,2,1
2020-07-23,NewsReach,2018,Gujarat,"['Darshan Shah', ' Soniya Kundnani']","Mumbai Angels, JITO Angel Network.",1500000.0,Seed,2020,Media/Entertainment,2,2
2020-07-24,STAGE,2019,Indore,"['Shashank Vaishnav', ' Vinay Singhal', ' Parveen Singhal']",Venture Catalysts,1000000.0,Series A,2020,Media/Entertainment,3,1
2020-07-24,Capital Float,2013,Bangalore,"['Gaurav Hinduja', ' Sashank Rishyasringa']","Amazon Inc`, Dinesh J Hinduja",4800000.0,Series F,2020,FinTech,2,2
2020-07-25,Harappa Education,2016,Delhi,['Pramath Raj Sinha'],James Murdoch-led Lupa Systems,3000000.0,Series A,2020,Education,1,1
2020-07-25,CredoLab,2015,Singapore,['Peter Barcak'],"GB Group, Walden International",7000000.0,Series A,2020,Technology,1,2
2020-07-25,Inspektlabs,2019,Delhi,"['Devesh Trivedi', ' Sanchit']","Better Capital, Titan Capital",600000.0,Pre-series A,2020,Technology,2,2
2020-07-26,Prescinto,2016,Ahmedabad,"['Puneet Singh Jaggi', ' Sanjay Bhasin', ' Ram Menon']","Startup incubator, Accelerator Venture Catalysts",3000000.0,Seed,2020,Energy,3,2
2020-07-26,Arata,2017,Delhi,"['Dhruv Madhok', ' Dhruv Bhasin']",DSG Consumer Partners,1000000.0,Pre-series A,2020,E-Commerce,2,1
2020-07-26,Salesken,2016,Bangalore,"['Sreeraman Vaidyanathan', ' Surga Thilakan']",Sequoia India,8000000.0,Series A,2020,Technology,2,1
2020-07-27,CueMath,2011,Bangalore,['Manan Khurma'],"Sequoia Capital India, CapitalG",40000000.0,Series C,2020,Education,1,2
2020-07-27,Crofarm,2016,Delhi,"['Prashant Jain', ' Varun Khurana']",Smile group,1000000.0,Series A,2020,Technology,2,1
2020-07-28,Fingerlix,2016,Bangalore,"['Shrikrishna Bharambe', ' Shripad Nadkarni', ' Varun Khanna', ' Abhijit Berde']","Accel, Zephyr Peacock, Swiggy, RB Investments.",1834000.0,Series A,2020,Consumables,4,4
2020-07-28,ShopX,2015,Bangalore,"['Amit Sharma', ' Apoorva Jois']",Li and Fung,1410000.0,Series A,2020,E-Commerce,2,1
2020-07-28,Habitat,2016,Bangalore,"['Rohit Pande', ' Shikhar Sachan']","Unitus Ventures, Whiteboard Capital",600000.0,Seed,2020,Education,2,2
2020-07-28,Sarva,2016,Mumbai,['Sarvesh Shashi'],"Shikhar Dhawan, Mantra Capital",3000000.0,Series A,2020,Automotive,1,2
2020-07-28,LendingKart,2014,Ahmedabad,"['Public banks', ' Private lenders']","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",16076000.0,Series D,2020,FinTech,2,4
2020-07-28,Harmonizer India,2019,Bangalore,['M R Srinivas'],Kapil Dev,3000000.0,Series A,2020,Technology,1,1
2020-07-29,CollegeKhabri,2019,Bhopal,['Arshi Khan'],Vishal Dixit,3000000.0,Series A,2020,Education,1,1
2020-07-29,Fittr,2016,Pune,['Jitendra Chouksey'],"Sequoia Capital Surge, Better Capital",2000000.0,Series A,2020,Wellness/Beauty,1,2
2020-07-29,Tattva,2018,Delhi,"['Megha Wadhwa', ' Karnesh Mahendru']","Sukhbir Singh, Rakhee Singal",150000.0,Series A,2020,Wellness/Beauty,2,2
2020-07-29,Monet Networks,2014,California,['Anurag Bist'],"SenseAI Ventures, EvoNexus",500000.0,Bridge,2020,Technology,1,2
2020-07-30,Coin DCX,2018,Mumbai,"['Sumit Gupta', ' Neeraj Khandelwal']",Polychain Capital,2500000.0,Series A,2020,FinTech,2,1
2020-07-30,UnboxRobotics Labs,2016,Bangalore,['Pramod Ghadge'],"Arali Ventures, CIIE.CO",500000.0,Seed Round,2020,Technology,1,2
2020-07-31,Krimanshi Feeds,2015,Jodhpur,['Nikhil Bohra'],"Rajasthan Venture Capital Fund, AIM Smart City",500000.0,Series A,2020,Agriculture,1,2
2020-07-31,SnackAmor,2016,Mumbai,['Deepak Grover'],Undisclosed,3000000.0,Seed Round,2020,Consumables,1,1
2020-07-31,Humus,2019,Bangalore,"['Manjunatha T N', ' Shilpa Gopalaiah']","Venture Catalysts, 9Unicorns, We Founders Circle.",3000000.0,Series A,2020,Technology,2,3
2020-07-31,Trukky,2015,Ahmedabad,"['Saswat Sahu', ' Rishi Raj']",Mumbai Angels.,3000000.0,Series A,2020,Logistics,2,1
2020-08-01,Pedagogy,2015,Bangalore,"['Archin Shah', ' Abhilash Sonwane', ' Ritesh Gandhi']",Inflection Point Ventures,400000.0,Series A,2020,Education,3,1
2020-08-01,PlayerzPot,2015,Mumbai,"['Yogesh', ' Mitesh Gangar']",Venture Catalysts,3000000.0,Series A,2020,Gaming,2,1
2020-08-01,Nykaa,2012,Mumbai,['Falguni Nayar'],"Katrina Kaif, Steadview Capital",3000000.0,Series A,2020,E-Commerce,1,2
2020-08-01,Power Gummies,2018,Delhi,['Divij Bajaj'],Venture Catalysts,3000000.0,Series A,2020,Healthcare,1,1
2020-08-01,RuralBasket,2019,Tamilnadu,['Palani Rajan'],Nativelead Foundation,500000.0,Series A,2020,E-Commerce,1,1
2020-08-02,RoomSoom,2016,Noida,"['Nitin Agrawal', ' Garima Agrawal']",Mumbai Angels Network,3000000.0,Series A,2020,Other,2,1
2020-08-02,Toddle,2016,Bengaluru,"['Deepanshu Arora', ' Parita Parekh']",Matrix Partners India,3000000.0,Series A,2020,Technology,2,1
2020-08-04,Tring,2019,Mumbai,"['Akshay Saini', ' Rahul Saini', ' Pranav Chabhadia']","Sujeet Kumar, Hemesh Singh",3000000.0,Series A,2020,Media/Entertainment,3,2
2020-08-04,Udacity,2011,California,"['David Stavens', ' Mike Sokolsky', ' Sebastian Thrun']","Hercules Capital, Inc.Bertelsmann",75000000.0,Debt,2020,Education,3,2
2020-08-04,Delhivery,2011,Gurugram,"['Kapil Bharati', ' Mohit Tandon', ' Sahil Barua', ' Suraj Saharan']","Steadview Capital, Canada Pension Plan Investment Board",3000000.0,Series A,2020,E-Commerce,4,2
2020-08-05,Craftsvilla,2011,Mumbai,"['Manoj Gupta', ' Monica Gupta']",Supera Investments,409000.0,Series A,2020,E-Commerce,2,1
2020-08-05,Lido Learning,2019,Mumbai,['Sahil Sheth'],"BAce Capital, Madhur Deora",7500000.0,Series B,2020,Education,1,2
2020-08-05,SpeakIn,2018,Noida,['Deepshikha Kumar'],Homage Ventures.,3000000.0,Series A,2020,Media/Entertainment,1,1
2020-08-06,Railofy,2019,Mumbai,"['Rohan Dedhia', ' Vaibhav Saraf', ' Hrishabh Sanghvi']",Chiratae Ventures.,900000.0,Seed,2020,Other,3,1
2020-08-06,Crio,2018,Bangalore,"['Rathinamurthy R', ' Sridher Jeyachandran']",021 Capital,934000.0,Series A,2020,Education,2,1
2020-08-06,Tribe Theory,2016,Bangalore,['Katie Russel and Daniel Wiegand'],Tim Draper,3500000.0,Series A,2020,Real Estate,1,1
